Exp. No.;Combination;Train DS Length;Test DataSet;Test DS Length;Precision;Recall;F1Score;Accuracy
4;Synth100:GS02;1060;GS91;92;89.91559306974678;86.12765957446808;87.98087372310366;96.70499228510279
5;Synth100:GS02;1060;Test;2110;96.48167574137902;96.04030961497025;96.26048675139131;98.96337476909036
5;Synth100:GS02;1060;GS91;92;83.98249452954049;82.64427217915589;83.30800955068375;95.73481451284141
6;Synth100:GS02;1060;Test;2110;96.99560972413342;96.99878771993053;96.99719869600119;99.19244631877694
6;Synth100:GS02;1060;GS91;92;84.9979449239622;83.21931589537223;84.0992273281822;96.66990857809765
7;Synth100:GS02;1060;Test;2110;97.61668485991201;97.14591391655007;97.38073042560038;99.37728840339709
7;Synth100:GS02;1060;GS91;92;86.97941598851125;83.38687471317118;85.14526710402998;96.73508309871947
8;Synth100:GS02;1060;Test;2110;97.62447805186147;96.74693558202209;97.18372586518561;99.19766675990003
8;Synth100:GS02;1060;GS91;92;84.66787989080983;80.11192423590185;82.3269188232692;95.08080449870813
9;Synth100:GS02;1060;Test;2110;97.2360436445245;97.15571291583683;97.19586168218783;99.3567146673617
9;Synth100:GS02;1060;GS91;92;82.96007789678676;82.23938223938224;82.59815802229762;94.72112819209757
10;Synth100:GS02;1060;Test;2110;97.3746100311975;97.12598739328173;97.25013980985858;99.29772815056708
10;Synth100:GS02;1060;GS91;92;86.5631067961165;84.39984854221886;85.46779141104295;96.42857142857143
1;Synth100:GS04;1082;Test;2110;97.5824439792732;97.15403406276157;97.36776778147764;99.26675782776134
1;Synth100:GS04;1082;GS91;92;87.98168637924456;86.17339312406577;87.06815178402869;97.43431433079509
2;Synth100:GS04;1082;Test;2110;98.01719897552454;95.5552615913751;96.77057429688612;99.11208598746227
2;Synth100:GS04;1082;GS91;92;87.3900293255132;80.10752688172043;83.5904628330996;95.3757882179174
3;Synth100:GS04;1082;Test;2110;98.16239036523106;95.84897822231454;96.99189160785455;99.18339564327778
3;Synth100:GS04;1082;GS91;92;88.22645290581163;78.05851063829788;82.83160865475072;95.06513777991235
4;Synth100:GS04;1082;Test;2110;97.14762691175414;97.091855041263;97.11973296963608;99.19398133507873
4;Synth100:GS04;1082;GS91;92;87.81994704324802;84.68085106382979;86.22183708838821;96.49594345726943
5;Synth100:GS04;1082;Test;2110;97.29411962309152;96.01047519599555;96.64803537165263;99.07921352505232
5;Synth100:GS04;1082;GS91;92;87.05882352941177;82.85960378983634;84.90732568402471;96.11699959233592
6;Synth100:GS04;1082;Test;2110;97.50463187060807;95.69804396972576;96.59289145370516;99.07972047349053
6;Synth100:GS04;1082;GS91;92;86.43410852713178;80.76458752515092;83.50322446432287;96.65434740322894
7;Synth100:GS04;1082;Test;2110;98.25942258091357;97.19200065838203;97.72279685560612;99.4610382704608
7;Synth100:GS04;1082;GS91;92;89.14313534566699;84.02937127122533;86.5107488778644;96.99845608936518
8;Synth100:GS04;1082;Test;2110;97.29296309853753;97.04598800312961;97.16931861703979;99.19766675990003
8;Synth100:GS04;1082;GS91;92;84.12177985948477;77.31381833835557;80.57424854194706;94.7971021834946
9;Synth100:GS04;1082;Test;2110;97.48806496229867;96.70281035627352;97.0938499822254;99.35736626050694
9;Synth100:GS04;1082;GS91;92;84.08977556109726;81.37065637065636;82.70787343635024;94.79100495489773
10;Synth100:GS04;1082;Test;2110;97.37550471063257;96.98236655230193;97.17853802057932;99.28777929936679
10;Synth100:GS04;1082;GS91;92;88.05555555555556;84.0212040893601;85.99108699864367;96.62345365192341
1;Synth100:GS06;1104;Test;2110;96.62400137445236;96.07270366764038;96.34756390050025;98.95211251883686
1;Synth100:GS06;1104;GS91;92;84.21875;80.56801195814649;82.35294117647058;96.43959662481993
2;Synth100:GS06;1104;Test;2110;96.50912463153712;96.36550036378068;96.43725902268703;99.08156262761922
2;Synth100:GS06;1104;GS91;92;82.66726537943421;82.48207885304659;82.574568288854;95.04629892631937
3;Synth100:GS06;1104;Test;2110;97.86264214154559;97.07926566219822;97.46937989781269;99.32729788786662
3;Synth100:GS06;1104;GS91;92;89.14202617547261;81.5159574468085;85.15860152813151;95.68949990994777
4;Synth100:GS06;1104;Test;2110;96.68399581212319;96.0907786149982;96.3864744731775;98.9787488570371
4;Synth100:GS06;1104;GS91;92;84.16149068322981;80.72340425531915;82.40660295395308;95.53033696680106
5;Synth100:GS06;1104;Test;2110;98.13102927606744;96.94694445825668;97.53539328653137;99.34248342496589
5;Synth100:GS06;1104;GS91;92;88.82931188561216;85.61584840654608;87.19298245614034;96.74887892376681
6;Synth100:GS06;1104;Test;2110;97.53008443587528;96.12725664296714;96.82358959127436;99.16116857027103
6;Synth100:GS06;1104;GS91;92;85.71428571428571;79.43661971830987;82.45614035087719;96.39369772417817
7;Synth100:GS06;1104;Test;2110;98.27055916906167;96.23899267549996;97.24416651421159;99.34139560322693
7;Synth100:GS06;1104;GS91;92;89.74755280783101;79.9449288664525;84.5631067961165;96.59885568976479
8;Synth100:GS06;1104;Test;2110;98.7102291568494;98.3360862383726;98.52280249451277;99.57774309095666
8;Synth100:GS06;1104;GS91;92;84.5988845988846;84.8902281532501;84.74430597335625;95.91671310603374
9;Synth100:GS06;1104;Test;2110;98.25175867413854;97.25307958987976;97.74986840251776;99.47839968723528
9;Synth100:GS06;1104;GS91;92;85.48468106479156;82.14285714285714;83.78045778981048;95.10862660398934
10;Synth100:GS06;1104;Test;2110;98.00599483866831;97.57121200031916;97.78812014202093;99.40872611788024
10;Synth100:GS06;1104;GS91;92;88.29953198127926;85.72510412722454;86.99327569644574;96.76326046432808
1;Synth100:GS08;1126;Test;2110;96.74925260300333;96.19228206836468;96.46996342330458;98.97815854588752
1;Synth100:GS08;1126;GS91;92;85.60188827694729;81.31539611360239;83.40360291299349;96.59394937229882
2;Synth100:GS08;1126;Test;2110;97.61338138301488;94.9533699318738;96.2650036880574;98.96388981277603
2;Synth100:GS08;1126;GS91;92;85.55667001003009;76.43369175627241;80.73828679602461;94.59751178776344
3;Synth100:GS08;1126;Test;2110;97.2089030000648;95.8809337402336;96.54035183680692;99.06770150913391
3;Synth100:GS08;1126;GS91;92;84.6336822074215;78.8563829787234;81.64295548416706;94.68091493065978
4;Synth100:GS08;1126;Test;2110;98.43169016677098;95.93469680660208;97.1671542529028;99.16039722404034
4;Synth100:GS08;1126;GS91;92;90.76112972714218;80.68085106382978;85.42464519035819;96.2321437459559
5;Synth100:GS08;1126;Test;2110;97.77755243455188;95.89113752009679;96.82515773794582;99.0941321527141
5;Synth100:GS08;1126;GS91;92;90.02331002331002;83.16106804478898;86.45623460935751;96.54504688136976
6;Synth100:GS08;1126;Test;2110;93.83505387080669;95.45067330690344;94.63596865229219;98.51231272710478
6;Synth100:GS08;1126;GS91;92;76.11259033853176;80.52313883299799;78.25576847868597;95.31997665823769
7;Synth100:GS08;1126;Test;2110;99.08311640939765;98.36227470990042;98.72137972048766;99.68228225034564
7;Synth100:GS08;1126;GS91;92;88.68799258229022;87.79256539697109;88.2380073800738;97.37535192080647
8;Synth100:GS08;1126;Test;2110;97.85655544084968;97.23724245848909;97.54591596462771;99.29668961410411
8;Synth100:GS08;1126;GS91;92;85.31727651690598;79.29401635815756;82.1954484605087;95.17706064136988
9;Synth100:GS08;1126;Test;2110;97.94194235663134;97.65729881242163;97.79941347240586;99.50104254903238
9;Synth100:GS08;1126;GS91;92;85.20739630184909;82.28764478764478;83.72207218266634;95.23567526362598
10;Synth100:GS08;1126;Test;2110;98.05531756680298;96.79725524615016;97.42222507749386;99.34474134937633
10;Synth100:GS08;1126;GS91;92;87.89579158316633;83.03672851192731;85.39719626168225;96.47517369937299
1;Synth100:GS10;1148;Test;2110;97.27602491273699;97.11816054254429;97.19702862809126;99.19652657624974
1;Synth100:GS10;1148;GS91;92;86.04562737642586;84.56651718983558;85.29966076140218;96.99869657679908
2;Synth100:GS10;1148;Test;2110;97.47197076654763;97.0351875124016;97.25308872150546;99.28112224921377
2;Synth100:GS10;1148;GS91;92;82.44824482448246;82.07885304659499;82.26313426133814;95.12014997443617
3;Synth100:GS10;1148;Test;2110;97.53147966486017;96.90191253774746;97.21567684539552;99.26229658988474
3;Synth100:GS10;1148;GS91;92;85.84195672624647;80.89539007092199;83.29529895025102;95.19721438434291
4;Synth100:GS10;1148;Test;2110;98.97629407622728;98.34947972730535;98.66189134953702;99.60017748099555
4;Synth100:GS10;1148;GS91;92;91.74714661984197;88.93617021276596;90.31979256698358;97.41675377034494
5;Synth100:GS10;1148;Test;2110;96.59621508356845;97.03810518290157;96.81665591771262;99.11475496154065
5;Synth100:GS10;1148;GS91;92;82.88250211327134;84.45305770887165;83.66040955631398;95.75010191602121
6;Synth100:GS10;1148;Test;2110;95.72852625327062;97.69666786802529;96.7025839353327;99.11372715307414
6;Synth100:GS10;1148;GS91;92;80.68181818181817;85.71428571428571;83.1219512195122;96.26920832522855
7;Synth100:GS10;1148;Test;2110;98.24740201156146;96.79038762241791;97.51345256158329;99.42286656234333
7;Synth100:GS10;1148;GS91;92;88.45196615231458;81.55117026158788;84.86150907354344;96.70783761692853
8;Synth100:GS10;1148;Test;2110;97.04851216689981;97.70320785881944;97.37475956956455;99.22721572094953
8;Synth100:GS10;1148;GS91;92;80.03479773814702;79.20792079207921;79.61921246213761;94.53366431936774
9;Synth100:GS10;1148;Test;2110;98.14792740709836;97.17636645275503;97.65973061327364;99.46781129862514
9;Synth100:GS10;1148;GS91;92;84.19728233517866;80.74324324324324;82.43409706824342;94.93075848049803
10;Synth100:GS10;1148;Test;2110;97.0241795374488;97.13875369025772;97.08143280916079;99.21326045312139
10;Synth100:GS10;1148;GS91;92;86.14851866102346;84.77849299507763;85.45801526717558;96.40315200813421
1;Synth100:GS12;1170;Test;2110;97.64764506761517;97.07716223372452;97.36156798245614;99.2421071235884
1;Synth100:GS12;1170;GS91;92;87.2224386443319;83.66965620328848;85.40911691779516;97.10502846950676
2;Synth100:GS12;1170;Test;2110;96.19081872874705;97.29148753224419;96.73802242609581;99.09903461980524
2;Synth100:GS12;1170;GS91;92;76.75564681724846;83.73655913978494;80.09427898007286;93.83059705731978
3;Synth100:GS12;1170;Test;2110;98.39869657521847;95.53102081901993;96.94365626266722;99.196886478708
3;Synth100:GS12;1170;GS91;92;89.50939457202504;76.01950354609929;82.21476510067114;94.98709251365793
4;Synth100:GS12;1170;Test;2110;98.17370645096936;97.11517761033369;97.64157324651197;99.3180219203738
4;Synth100:GS12;1170;GS91;92;88.87876025524157;82.97872340425532;85.82746478873239;96.3963963963964
5;Synth100:GS12;1170;Test;2110;97.11525759577279;97.48064906435947;97.29761028347382;99.26481880449138
5;Synth100:GS12;1170;GS91;92;85.68357695614789;85.83118001722653;85.75731497418244;96.32083163473298
6;Synth100:GS12;1170;Test;2110;97.5677692116389;96.405753415681;96.98328073370304;99.19265623655214
6;Synth100:GS12;1170;GS91;92;85.48523206751055;81.5291750503018;83.46035015447993;96.54930947286519
7;Synth100:GS12;1170;Test;2110;98.19349059420722;97.42901818780348;97.80976065170155;99.45477127360569
7;Synth100:GS12;1170;GS91;92;88.04761904761905;84.85543827443782;86.42206122925916;96.90309690309691
8;Synth100:GS12;1170;Test;2110;97.17535809620182;96.84082413283491;97.00780270307928;99.17623812402442
8;Synth100:GS12;1170;GS91;92;82.53176043557168;78.30391734825656;80.36227081952728;94.75150716854958
9;Synth100:GS12;1170;Test;2110;98.54120101326181;97.5599321383787;98.04811149412507;99.56229230468495
9;Synth100:GS12;1170;GS91;92;86.45258404415455;83.15637065637065;84.77244772447726;95.51518231482657
10;Synth100:GS12;1170;Test;2110;98.41348935896612;97.70206654432299;98.05648758378244;99.48909722953755
10;Synth100:GS12;1170;GS91;92;89.83723699880906;85.68723968193866;87.71317829457365;96.94119640738857
