Exp. No.;Combination;Train DS Length;Test DataSet;Test DS Length;Precision;Recall;F1Score;Accuracy
5;Synth100:GS02;1060;Test;2110;97.48154580981328;96.74639086403792;97.11257705201687;99.21962413833955
5;Synth100:GS02;1060;GS91;92;86.36965152183502;84.3238587424634;85.33449553279581;96.3259274357929
6;Synth100:GS02;1060;Test;2110;94.23480761154008;95.56862488122931;94.89702963854637;98.54212105118425
6;Synth100:GS02;1060;GS91;92;77.93156478277585;81.56941649899396;79.70900511207235;95.24217078389418
7;Synth100:GS02;1060;Test;2110;98.44321863234393;92.52900995802814;95.39453589003904;98.71374637273819
7;Synth100:GS02;1060;GS91;92;90.58759521218715;76.41119779715466;82.89768483943242;95.97675052220507
8;Synth100:GS02;1060;Test;2110;96.06361618936911;94.83265235156047;95.44416543445354;98.74969548780598
8;Synth100:GS02;1060;GS91;92;81.4691943127962;73.99913904433922;77.55470336115498;94.0827802826891
9;Synth100:GS02;1060;Test;2110;96.21011605247084;97.59681345430405;96.8985038118743;99.28503942138529
9;Synth100:GS02;1060;GS91;92;80.28756957328386;83.54247104247105;81.88268684957426;94.51149790369712
10;Synth100:GS02;1060;Test;2110;97.20145062421773;96.66320912790233;96.93158269524656;99.19297259969333
10;Synth100:GS02;1060;GS91;92;85.99221789883269;83.6804240817872;84.820571867204;96.3099474665311
1;Synth100:GS04;1082;Test;2110;97.9186441848023;96.92171031278292;97.41762675778232;99.24071180071068
1;Synth100:GS04;1082;GS91;92;89.43606036536934;84.15545590433483;86.71544089333847;97.33827262125266
2;Synth100:GS04;1082;Test;2110;97.55445103122574;97.68833917587142;97.6213491965134;99.34932617051822
2;Synth100:GS04;1082;GS91;92;82.63888888888889;85.30465949820788;83.9506172839506;95.26217122081462
3;Synth100:GS04;1082;Test;2110;96.56641444649328;97.06169012734274;96.8134188613092;99.17337972000384
3;Synth100:GS04;1082;GS91;92;82.95964125560538;82.00354609929079;82.47882300490416;94.82499849912949
4;Synth100:GS04;1082;Test;2110;98.06311207834602;97.0075349838536;97.53246753246752;99.30478438755573
4;Synth100:GS04;1082;GS91;92;89.4449499545041;83.65957446808511;86.45558487247142;96.62037728336071
5;Synth100:GS04;1082;Test;2110;95.75503716825881;95.86296056884292;95.8089684761542;98.85894437545798
5;Synth100:GS04;1082;GS91;92;84.26573426573427;83.03186907838071;83.64425162689805;95.69914390542193
6;Synth100:GS04;1082;Test;2110;98.86318703044682;98.30280790275549;98.58220112043897;99.61291162251746
6;Synth100:GS04;1082;GS91;92;89.75293641150263;89.17505030181087;89.46306015341138;97.69694611943201
7;Synth100:GS04;1082;Test;2110;97.26275535876019;95.44893424409514;96.34730887129601;99.16497014630589
7;Synth100:GS04;1082;GS91;92;86.14307153576787;79.02707664066085;82.43178554332216;96.21287803105984
8;Synth100:GS04;1082;Test;2110;96.57147878042352;95.54724854385812;96.05663345568956;98.87465826964893
8;Synth100:GS04;1082;GS91;92;81.00227790432801;76.53895824365046;78.70739265161576;94.43740817670601
9;Synth100:GS04;1082;Test;2110;98.5121798503235;97.48469425389098;97.99574382892267;99.53020134228187
9;Synth100:GS04;1082;GS91;92;85.54455445544555;83.3976833976834;84.4574780058651;95.28649472748062
10;Synth100:GS04;1082;Test;2110;98.02411036616813;97.05896433415782;97.53914988814319;99.371856845785
10;Synth100:GS04;1082;GS91;92;88.26771653543307;84.89208633093526;86.54699864890948;96.8140993052025
1;Synth100:GS06;1104;Test;2110;96.69369184455391;96.56980816207998;96.63171029802655;99.03885509106807
1;Synth100:GS06;1104;GS91;92;84.64189965530447;82.58594917787742;83.60128617363345;96.65912053234548
2;Synth100:GS06;1104;Test;2110;96.1097387406547;97.1443217143991;96.6242609146156;99.10071866724486
2;Synth100:GS06;1104;GS91;92;79.02888237756383;84.58781362007169;81.7139147370699;94.63159688689427
3;Synth100:GS06;1104;Test;2110;98.25837599637094;96.90351031364341;97.57624023618183;99.34732973441452
3;Synth100:GS06;1104;GS91;92;89.50738916256158;80.54078014184397;84.78768082127858;95.52140241339977
4;Synth100:GS06;1104;Test;2110;96.70517757809158;97.30893433799784;97.00611653610902;99.16064236353697
4;Synth100:GS06;1104;GS91;92;85.12110726643598;83.74468085106383;84.42728442728442;96.09775521377732
5;Synth100:GS06;1104;Test;2110;96.55464417361273;96.38340543317919;96.46894881344403;99.05508045089358
5;Synth100:GS06;1104;GS91;92;83.5383962664404;84.79758828596037;84.16328275272494;95.91826335099879
6;Synth100:GS06;1104;Test;2110;98.6628021869442;98.1488155696078;98.40513772317394;99.554764398785
6;Synth100:GS06;1104;GS91;92;89.213300892133;88.53118712273643;88.8709351646132;97.52966348959346
7;Synth100:GS06;1104;Test;2110;98.12604201400467;96.87433133075467;97.49616929639292;99.38051685632246
7;Synth100:GS06;1104;GS91;92;86.63152850982272;82.97384121156493;84.76324425691514;96.52620107165562
8;Synth100:GS06;1104;Test;2110;98.20798546826423;97.76232287229418;97.98464742221333;99.40992303736252
8;Synth100:GS06;1104;GS91;92;84.93212669683258;80.80068876452863;82.8149128612398;95.2733167840316
9;Synth100:GS06;1104;Test;2110;97.96081567373051;97.58796193848195;97.77403334515786;99.49077995699486
9;Synth100:GS06;1104;GS91;92;83.76276130286826;83.15637065637065;83.45846451925406;95.31190445940794
10;Synth100:GS06;1104;Test;2110;97.43797581016864;97.83292108832681;97.63504905083451;99.3786844887656
10;Synth100:GS06;1104;GS91;92;85.6444945509207;86.29307080651269;85.96755941154282;96.46246398915437
1;Synth100:GS08;1126;Test;2110;97.2712042969897;96.21107295990707;96.7382342837513;99.06536622574464
1;Synth100:GS08;1126;GS91;92;86.28659476117103;83.70702541106128;84.97723823975721;97.02956712629485
2;Synth100:GS08;1126;Test;2110;97.84690586240148;97.31298366294067;97.57921440533237;99.33038063682254
2;Synth100:GS08;1126;GS91;92;83.56786200635497;82.48207885304659;83.02142051860203;95.14855422371187
3;Synth100:GS08;1126;Test;2110;97.81229877656149;97.08246121399013;97.44601345553978;99.31605552500812
3;Synth100:GS08;1126;GS91;92;86.3932898415657;82.18085106382979;84.23443889141299;95.35330491685178
4;Synth100:GS08;1126;Test;2110;97.72537678660808;94.57481162540367;96.12428544077022;98.85225687677573
4;Synth100:GS08;1126;GS91;92;88.24635637047484;79.87234042553192;83.85079294170204;95.8837290329003
5;Synth100:GS08;1126;Test;2110;98.09167321157027;97.29501267962807;97.69171881240847;99.37539216245509
5;Synth100:GS08;1126;GS91;92;89.19876051350155;86.7786391042205;87.97205850251038;96.88646555238483
6;Synth100:GS08;1126;Test;2110;98.73762376237623;98.02267291373154;98.37884941056542;99.55287513880813
6;Synth100:GS08;1126;GS91;92;88.41761827079935;87.24346076458752;87.8266153534535;97.33514880373468
7;Synth100:GS08;1126;Test;2110;96.54411154452652;95.73368447041396;96.13719008264462;99.08900654806216
7;Synth100:GS08;1126;GS91;92;84.76693897164824;80.95456631482332;82.8169014084507;96.38543274906911
8;Synth100:GS08;1126;Test;2110;96.93836770864102;96.9990437277232;96.96869622651347;99.10450858498822
8;Synth100:GS08;1126;GS91;92;82.41228070175438;80.88678433060697;81.64240712578751;94.97948224327473
9;Synth100:GS08;1126;Test;2110;97.4568520430742;97.46404071697278;97.4604462474645;99.40167459438327
9;Synth100:GS08;1126;GS91;92;83.23615160349854;82.67374517374517;82.95399515738498;94.93711091347986
10;Synth100:GS08;1126;Test;2110;98.11092469510227;97.05098539854782;97.57807674103312;99.38531705623247
10;Synth100:GS08;1126;GS91;92;88.61366360367559;83.98333964407422;86.23639191290823;96.65310964243349
1;Synth100:GS10;1148;Test;2110;98.04506352681574;97.15403406276157;97.5975151442349;99.30954772934457
1;Synth100:GS10;1148;GS91;92;89.51104100946372;84.82810164424515;87.10667689946277;97.41373396446457
2;Synth100:GS10;1148;Test;2110;98.67480296631305;98.12983662940671;98.4015652721816;99.55204338106205
2;Synth100:GS10;1148;GS91;92;86.54447921323201;86.73835125448028;86.64130678004027;96.00068170198261
3;Synth100:GS10;1148;Test;2110;97.62898237690834;95.32970105612986;96.46564268391269;98.99902089239832
3;Synth100:GS10;1148;GS91;92;88.93300248138958;79.43262411347519;83.91477405759775;95.34129795281262
4;Synth100:GS10;1148;Test;2110;97.39236010437808;96.42088266953714;96.90418665031913;99.16137778202686
4;Synth100:GS10;1148;GS91;92;88.33938294010889;82.85106382978724;85.50724637681158;96.29684933552338
5;Synth100:GS10;1148;Test;2110;97.34713417855257;97.73921402880678;97.54278010735345;99.32449331513847
5;Synth100:GS10;1148;GS91;92;85.25;88.11369509043928;86.6581956797967;96.49408887077048
6;Synth100:GS10;1148;Test;2110;98.92579412152365;98.36506012253858;98.6446302715668;99.62718603123156
6;Synth100:GS10;1148;GS91;92;89.4269572235674;89.17505030181087;89.30082611323797;97.64637230110873
7;Synth100:GS10;1148;Test;2110;97.93226203546594;96.89902065673607;97.41290157112245;99.35981677580104
7;Synth100:GS10;1148;GS91;92;85.82338902147971;82.51491509866912;84.13664014974262;96.69421487603306
8;Synth100:GS10;1148;Test;2110;98.04797208896642;97.7240719812223;97.88575409265064;99.40450948724657
8;Synth100:GS10;1148;GS91;92;84.59518599562364;83.21136461472234;83.89756944444446;95.62287856527686
9;Synth100:GS10;1148;Test;2110;97.39089254265883;97.08342553662315;97.23691598451492;99.39027171434157
9;Synth100:GS10;1148;GS91;92;82.52952755905511;80.93629343629344;81.7251461988304;94.82276711980688
10;Synth100:GS10;1148;Test;2110;97.67591475673503;96.91215191893401;97.29253444408843;99.29421679131993
10;Synth100:GS10;1148;GS91;92;88.27881619937695;85.83869746308217;87.04165866769054;96.78867988476529
1;Synth100:GS12;1170;Test;2110;97.42447012488988;96.34602572643878;96.88224684359703;99.07071496344254
1;Synth100:GS12;1170;GS91;92;87.20095693779905;81.72645739910314;84.37500000000001;96.8580640735405
2;Synth100:GS12;1170;Test;2110;97.82488571859145;96.603611349957;97.21041290548017;99.25396698424994
2;Synth100:GS12;1170;GS91;92;84.03203014601979;79.92831541218638;81.92881745120552;94.9156393796512
3;Synth100:GS12;1170;Test;2110;97.77491547254871;97.02973460942368;97.40089978106931;99.30951451389045
3;Synth100:GS12;1170;GS91;92;86.07594936708861;81.38297872340425;83.66370471633628;95.43735366512577
4;Synth100:GS12;1170;Test;2110;97.90160624470444;97.42913527090062;97.6647993453885;99.33983933557391
4;Synth100:GS12;1170;GS91;92;88.70031263957124;84.51063829787235;86.55480496840269;96.58553581205514
5;Synth100:GS12;1170;Test;2110;96.02664254584326;96.77788275073344;96.4007990886427;99.02129414707133
5;Synth100:GS12;1170;GS91;92;83.13659359190557;84.92678725236865;84.02215594375798;95.71952710966164
6;Synth100:GS12;1170;Test;2110;97.7945060750132;97.04793420923299;97.4197898337417;99.32007632610306
6;Synth100:GS12;1170;GS91;92;86.81364392678869;83.98390342052315;85.37533237880957;96.85664267652207
7;Synth100:GS12;1170;Test;2110;98.9401744982741;93.88527693193976;96.34646892893942;99.08482855015876
7;Synth100:GS12;1170;GS91;92;90.40348964013086;76.08994951812758;82.63144779466732;96.2628280810099
8;Synth100:GS12;1170;Test;2110;95.66941458833351;95.64113709467095;95.65527375166286;98.82345510813566
8;Synth100:GS12;1170;GS91;92;81.218735788995;76.88334050796384;78.99159663865547;94.36648259790263
9;Synth100:GS12;1170;Test;2110;98.36353096805838;97.62926901231836;97.99502458093941;99.53688017202059
9;Synth100:GS12;1170;GS91;92;84.41814595660749;82.62548262548263;83.51219512195122;95.14674120188033
10;Synth100:GS12;1170;Test;2110;98.33965539411084;97.63504348519906;97.98608275077875;99.48890215402382
10;Synth100:GS12;1170;GS91;92;87.98464491362765;86.78530859522908;87.38086160884484;96.91577698695136
